"identifiant","nature_contrat","localisation_emploi","region_emploi","entreprise_groupe","groupe","intitule_emploi","remuneration_annuelle_brute","prime","remuneration_prime","taille_entreprise_premier_emploi","secteur_premiere_entreprise","status_cadre_premier_emploi","nom_entreprise_premier_emploi"
1889049466139250,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Non","","Ingénieure d'études hydraulicienne",31200,"Oui",34000,"","","",""
1882421155704700,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur Hydraulique",31200,"Oui",36000,"","","",""
1789582994412320,"CDI (contrat de travail à durée indéterminée)","En France","Centre-Val de Loire","Non","","Ingénieur Simulation Numérique",31200,"Non",31200,"","","",""
1794635241835900,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur développement système embarqué ",31200,"Non",31200,"","","",""
1788410847056540,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Administrateur Système et Réseaux",31680,"Oui",38000,"","","",""
1783110007604560,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Suez","Ingénieur d'étude en hydraulique",32000,"Non",32000,"","","",""
1799331613988590,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","CT ingénierie ","Ingénieur d'études ",32000,"Oui",36000,"","","",""
1789471843950390,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Lead développeur mobile",32000,"Oui",35000,"","","",""
1775265356122080,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Assistante Qualité",32000,"Oui",32000,"250 à  4 999 salarié(e)s ","Industrie agroalimentaire ","Non","Boncolac"
1767641628339300,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","BUSINESS INTELLIGENCE CONSULTANT",32000,"Oui",38000,"","","",""
1775789449534080,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur en developpement electronique",32000,"Oui",35000,"","","",""
1783103471503020,"CDD (contrat de travail à durée déterminée)","En France","Île-de-France","Oui","Egis","Chargée d'études ",32000,"Oui",35000,"","","",""
1768183496273810,"CDI (contrat de travail à durée indéterminée)","En France","Hauts-de-France","Non","","Data Scientist/Engineer",32000,"Non",32000,"","","",""
1793784768342890,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","CGI","Analyste",32000,"Oui",33000,"","","",""
1799024859296950,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","",32000,"Non",32000,"","","",""
1767189979904520,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Sword group","Ingénieur d'étude",32000,"Non",32000,"","","",""
1794581052286870,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Collins Aerospace","Ingénieur Qualification matériaux composites ",32000,"Oui",33000,"","","",""
1775263662780760,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","ORTEC","Ingénieure d'études",32000,"Oui",33000,"","","",""
1783551854196000,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","Setec","",32000,"Oui",32000,"","","",""
1783429277924880,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Sopra Steria ","Ingénieur d'études et développement",32000,"Oui",34000,"","","",""
1776106723950220,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Oui","Groupe Saur","Ingénieur chargé d'appel d'offre en DSP",32030,"Oui",35500,"","","",""
1776091815313030,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur études et développement ",32100,"Oui",32500,"","","",""
1775955967798490,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Oui","Egis","Ingénieur chargée d'études ",32200,"Oui",32200,"","","",""
1767828133549130,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Ecotone Europe","Responsable Amélioration Qualité",32400,"Oui",35000,"","","",""
1766828215737030,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur développement",32400,"Non",32400,"","","",""
1767189251505240,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Oui","Sodiaal","Responsable flux matière ",32400,"Oui",38500,"","","",""
1793786618486010,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur Full Stack",32400,"Non",32400,"","","",""
1789196417036320,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur structures ",32500,"Oui",34000,"","","",""
1794332318260460,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Développeur Fullstack",32500,"Non",32500,"De 20 à 49 salarié(e)s ","Autres activités spécialisées, scientifiques et techniques","Oui","Prologia"
1789139125979470,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur en systèmes embarqués",32500,"Non",32500,"","","",""
1789312885996130,"CDIC (contrat de travail à durée indéterminée de chantier ou d'opération)","En France","Île-de-France","Non","","Ingénieur d'essai prestataire",32500,"Non",32500,"","","",""
1783239889874180,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Oui","Nestle","Responsable d'équipe autonome de production",32600,"Oui",33000,"","","",""
1767833321202130,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Diasys","ingénieur électronique et firmware",32627,"Non",32627,"","","",""
1768367354514470,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Conducteur de travaux",32650,"Oui",36000,"","","",""
1768549780066770,"CDI (contrat de travail à durée indéterminée)","En France","Centre-Val de Loire","Oui","Vinci construction france","Ingénieur travaux",33000,"Oui",37000,"","","",""
1775264733646980,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Ingénieur chargé d'études hydrologie - hydraulique",33000,"Oui",35000,"","","",""
1767472960852670,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur Développement",33000,"Oui",33000,"","","",""
1767641526750820,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Développeur Back-end",33000,"Oui",35000,"","","",""
1814011059426950,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur système embarqué ",33000,"Non",33000,"","","",""
1782520259462620,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Développeur Full Stack",33000,"Non",33000,"","","",""
1783165143274690,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur Concepteur Développeur",33000,"Non",33000,"","","",""
1776106641864830,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur Hydraulicien",33000,"Oui",34000,"","","",""
1783429209187550,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Viveris Technologies","Ingénieur Maintenance Support",33000,"Non",33000,"","","",""
1775951500398160,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","CapGemini","Ingénieur conception mécanique",33000,"Non",33000,"","","",""
1766816763164740,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur Qualification Validation",33000,"Oui",49000,"","","",""
1898618547629560,"CDI (contrat de travail à durée indéterminée)","En France","Bourgogne-Franche-Comté","Non","","Ingénieure Innovation ",33000,"Oui",33000,"","","",""
1793841847356030,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur Chef de Projet",33000,"Oui",33600,"","","",""
1789078902192200,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","VINCI","Ingénieur travaux ",33000,"Oui",36000,"","","",""
1767638238509350,"CDI (contrat de travail à durée indéterminée)","En France","Bretagne","Oui","Orange","Ingénieur développement et production",33400,"Non",33400,"","","",""
1782917292365580,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","NGE","Ingénieur travaux",33600,"Oui",36000,"","","",""
1893834520615310,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Thermi Lyon ","Ingénieur méthodes Industrialisation ",33600,"Oui",36400,"","","",""
1783483868926050,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Chef de produit Hygiène",34000,"Non",34000,"","","",""
1783551797797200,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","VINCI CONSTRUCTION FRANCE","Conducteur de Travaux ",34000,"Oui",37000,"","","",""
1782392903986310,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","HOLDING NEUVESSEL","INGENIEUR INFORMATIQUE INDUSTRIELLE",34000,"Oui",34000,"","","",""
1788523040756520,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Développeur Informatique",34000,"Non",34000,"","","",""
1868316566164700,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Atos","Ingénieur d'Etudes",34000,"Oui",34150,"","","",""
1783679157044340,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur Systèmes Embarqués",34000,"Non",34000,"","","",""
1794381878360180,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Egis","Ingénieure Chargée d'Etudes",34000,"Oui",35500,"","","",""
1767473052660650,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Septeo","Developpeur",34000,"Oui",36000,"","","",""
1903737113808890,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Axpo","Développeur Backend",34000,"Oui",34000,"","","",""
1793786662071540,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur d'étude - Consultant en Qualité",34000,"Oui",37000,"","","",""
1776621631160250,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Capgemini","Junior consultant & engineer",34000,"Oui",34500,"","","",""
1776091965996580,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","","Ingénieure consultante",34000,"Oui",36000,"","","",""
1789078790593410,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","Advans Group","Ingénieur en système embarqué ",34200,"Oui",37900,"","","",""
1767833242840040,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","Groupe fondasol","Responsable service mesures",34600,"Oui",35300,"","","",""
1789078795547120,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Arpitan","Ingénieur Méthodes et Process",34800,"Oui",37700,"","","",""
1783174101378910,"CDI (contrat de travail à durée indéterminée)","En France","Pays de la Loire","Non","","Ingenieur d'étude",34800,"Non",34800,"","","",""
1766816750910820,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Diagnostica Stago","Ingénieur en électronique",34800,"Non",34800,"","","",""
1788522987504360,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Zimmer Biomet","Ingénieur Sustaining",35000,"Non",35000,"","","",""
1776170139518960,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur Études & Développemment",35000,"Oui",37000,"","","",""
1789139009510230,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Ippon Technologies","Data Engineer",35000,"Non",35000,"","","",""
1875976728497210,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Capgemini Invent","Software engineer",35000,"Oui",36500,"","","",""
1775413776498840,"CDI (contrat de travail à durée indéterminée)","En France","Grand Est","Oui","BSH","Ingénieure Laboratoire Applications Culinaires",35000,"Non",35000,"","","",""
1783101042651350,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","Electrosteel Castings Limited","Ingénieur Direction Technique",35000,"Oui",35000,"","","",""
1776167055017630,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur conditionnement ",35000,"Oui",40000,"","","",""
1888522614738880,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Oui","Euralis","Chef de projet R&D",35000,"Oui",37000,"","","",""
1776166906953760,"CDI (contrat de travail à durée indéterminée)","En France","Hauts-de-France","Non","","Ingénieur CoolFire",35000,"Non",35000,"","","",""
1768549883109980,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","Ippon","Consultant DevOps",35000,"Non",35000,"","","",""
1783429202826460,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Metteur en route de station d'epuration ",35000,"Non",35000,"","","",""
1788742361243300,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingenieur en systèmes embarqués ",35000,"Non",35000,"","","",""
1789078902192560,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Capgemini ","Ingénieur Logiciel",35000,"Non",35000,"","","",""
1782779292133910,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Verification and Validation Sytem",35000,"Non",35000,"","","",""
