Genre,identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,nom_entreprise,Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère),entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,Unnamed: 133,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Homme,1788460149544450,Oui,,2020,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,4.0,0.0,Sogea Sud Ouest Hydraulique,De 50 à 249 salarié(e)s ,Oui,Vinci,Étude de prix génie civil,Ingénieur études de prix,Oui,"Construction, BTP",,,,29400.0,Oui,31850.0,OUI,OUI,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,3.0,4.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1798760221846800,Oui,,2020,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,4.0,0.0,GRAPH'EAU , Moins de 10 salarié(e)s ,Non,,Maîtrise d'ouvrage ,Ingénieur d'études hydrauliques,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,29400.0,Oui,29400.0,NON,OUI,NON,OUI,Non,Quotidiennement,Jamais,,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,4.0,4.0,5.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Mobilité géographique compliquée|Moins d'offres d'emploi|Difficulté dans l'entreprise d'apprentissage,4.0,,,Oui
Homme,1783429270247880,Oui,,2018,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,29.0,0.0,GAXIEU,De 50 à 249 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d'études,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,29400.0,Non,29400.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,oui,4.0,3.0,5.0,3.0,4.0,4.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Femme,1788522924727860,Oui,,2020,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,3.0,0.0,Eurial ,250 à  4 999 salarié(e)s ,Oui,Agrial ,"Méthodes, contrôle de production, maintenance",Superviseur de production ,Non,Industrie agroalimentaire ,,,,29500.0,Oui,32000.0,OUI,NON,OUI,NON,Non,Quotidiennement,Jamais,,"Réseau social professionnel (viadéo, Linkedln)",Les perspectives de carrière dans cette entreprise,oui,oui,4.0,4.0,5.0,4.0,5.0,3.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1775569781638920,Non,Double nationalité Tunisienne/Chypriote,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,15.0,5.0,Capgemini,250 à  4 999 salarié(e)s ,Oui,Capgemini ,Etudes et développement en systèmes d'information ,Ingénieur Logiciel,Oui,Activités informatiques et services d'information (TIC services),,,,29544.0,Oui,32006.0,NON,NON,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Forums/conférences au sein de l' école,Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,4.0,4.0,3.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,NON,NON,Oui
Homme,1776106879687360,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,5.0,5.0,CNRS,5 000 salarié(e)s ou plus,Non,,Recherche expérimentale ,Chef de projet,Oui,Recherche-développement scientifique,,,,29544.0,Non,29544.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,5.0,4.0,5.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Report d'une évolution de carrière,4.0,OUI,OUI,Oui
Homme,1794385880310960,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,30.0,1.0,ABYLSEN,250 à  4 999 salarié(e)s ,Oui,ABYLSEN,Direction générale ,Responsable d'agence ,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Divers,,,30000.0,Oui,50000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Relations personnelles,Les perspectives de carrière dans cette entreprise,oui,non,5.0,5.0,5.0,5.0,5.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité|Report de signature de contrat / Report d'embauche|Annulation d'embauche|Moins de propositions de recrutement|Moins d'offres d'emploi|Changement de projet professionnel,4.0,,,Oui
Femme,1902847412238600,Oui,,2019,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,6.0,0.0,Zimmer Biomet (consultante chez AUSY),250 à  4 999 salarié(e)s ,Oui,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieure robotique,Oui,Recherche-développement scientifique,,"C++|""VAL3""",,30000.0,Oui,30000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Relations personnelles,Le secteur d'activité de l'entreprise,oui,oui,5.0,4.0,3.0,3.0,3.0,3.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Changement de projet professionnel,4.0,,,Oui
Homme,1798527272251430,Oui,,2020,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,4.0,5.0,Naldeo ,250 à  4 999 salarié(e)s ,Oui,Naldeo Group ,Etudes - Conseil et expertise (autre qu'informatique),Chargé d'études ,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,30000.0,Oui,30000.0,OUI,OUI,NON,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,Relations personnelles,Le secteur d'activité de l'entreprise,oui,oui,4.0,4.0,5.0,3.0,4.0,5.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Report d'une évolution de carrière|Prétention salariale revue|Difficulté pour le stage de fin d'études|Changement de projet professionnel,5.0,,,Oui
Homme,1789312887151270,Oui,,2020,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,1.0,0.0,ADVICE INGENIERIE, Moins de 10 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Chargé d'études,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,30000.0,Oui,33000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,,,,,,,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi,4.0,,,Oui
Homme,1767362520512390,Oui,,2019,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,14.0,5.0,Alten,5 000 salarié(e)s ou plus,Oui,Alten,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur système embarqué,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,30000.0,Non,30000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,De 3 à moins de 4 mois,Démarché(e) par un 'chasseur de têtes',Le secteur d'activité de l'entreprise,oui,oui,4.0,4.0,3.0,4.0,5.0,5.0,Non,,Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Chômage partiel / Réduction d'activité,5.0,,,Oui
Homme,1893840246313720,Oui,,2019,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,14.0,0.0,Maroquinerie des Orgues,250 à  4 999 salarié(e)s ,Oui,Tolomeï,"Méthodes, contrôle de production, maintenance",Ingénieur amélioration continue,Oui,"Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure",,,,30000.0,Oui,30000.0,NON,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,5.0,2.0,Non,,Tout à fait d'accord,,,,,,,,,,,,,,,,,,,,,,,Missions modifiées|Chômage partiel / Réduction d'activité,4.0,,,Oui
Femme,1783039538489670,Oui,,2018,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,29.0,0.0,Alten SO,250 à  4 999 salarié(e)s ,Oui,Alten,Production - Exploitation ,Ingénieur d'application ,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,30000.0,Non,30000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,Démarché(e) par un 'chasseur de têtes',Le lieu géographique ,oui,non,2.0,2.0,2.0,2.0,4.0,4.0,Oui,"Missions qui ne correspondent pas forcément à mes compétences. 
 Salaire bas
 Actuellement en chômage partiel depuis début avril 2020 et aucune mission proposée par mon entreprise ",Plutôt en désaccord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Chômage partiel / Réduction d'activité|Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue,3.0,,,Oui
Femme,1776166978376740,Oui,,2020,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,2.0,0.0,Les glaces de l'ardeche,De 10 à 19 salarié(e)s ,Non,,"Méthodes, contrôle de production, maintenance",,Non,Industrie agroalimentaire ,,,,30000.0,Non,30000.0,NON,NON,OUI,OUI,Non,Quotidiennement,Très rarement,De 4 à moins de 5 mois,Réseaux des anciens /association des anciens (polytech Connect),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,4.0,5.0,Non,,Plutôt en désaccord,activité professionnelle,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),"Démission, vous aviez une autre proposition de contrat",assistante r&d,En France,Auvergne-Rhône-Alpes,Les douceurs de jacquemart ,De 50 à 249 salarié(e)s ,Oui,Gozoki,Industrie agroalimentaire ,4.0,Non,Oui,Stage 4ème année,Autre,,Non,,2.0,,4.0,,,Oui
Homme,1794775550866700,Oui,,2019,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,16.0,0.0,ELA Innovation,De 20 à 49 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingénieur développement mobile,Oui,Recherche-développement scientifique,,,,30000.0,Oui,31000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Candidature spontannée,L'absence d'alternative,oui,non,4.0,5.0,4.0,2.0,4.0,5.0,Oui,Volonté de faire un contrat VIE,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1789139176243790,Oui,,2020,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,4.0,2.0,POOL TECHNOLOGIE,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingenieur Système embarqué ,Non,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,30000.0,Oui,33000.0,NON,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,5.0,2.0,4.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1775873539752900,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,4.0,4.0,Solem,De 50 à 249 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingénieur développeur web fullsatck,Oui,"Agriculture, sylviculture et pêche ",,,,30000.0,Non,30000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Moins d'un mois,Site Internet spécialisé dans l'emploi (dont APEC),,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homme,1776106717098990,Oui,,2019,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,23.0,0.0,Koovea, Moins de 10 salarié(e)s ,Non,,Bureau d'étude,Ingénieur logiciel embarqué,Oui,"Autres activités spécialisées, scientifiques et techniques",,C,,30000.0,Oui,31000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,5.0,4.0,4.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Homme,1782332281044560,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),18.0,En France,,,3.0,3.0,École Polytechnique - Laboratoire de Météorologie Dynamique (LMD),250 à  4 999 salarié(e)s ,,,Autre service ou département,,Oui,"Enseignement, recherche",,,,30000.0,,30000.0,,,,,,Quotidiennement,Souvent (plusieurs heures par semaine),De 1 à moins de 2 mois,Sites Internet d'entreprises,Le secteur d'activité de l'entreprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,,,,
Homme,1775951427991600,Oui,,2019,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,16.0,5.0,Acelys Service Numérique,De 50 à 249 salarié(e)s ,Oui,Fimalys,Informatique industrielle et technique ,Analyste développeur,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,30000.0,Oui,32000.0,NON,NON,OUI,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,Le lieu géographique ,oui,oui,4.0,4.0,4.0,2.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,3.0,OUI,NON,Oui
Homme,1794332615589610,Non,Marocaine,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Grand Est,,1.0,0.0,Inetum,5 000 salarié(e)s ou plus,Non,,Informatique industrielle et technique ,Analyste Développeur,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",,,,30000.0,Oui,32500.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Candidature spontannée,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,3.0,4.0,3.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Annulation d'embauche|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue,4.0,,NON,Oui
Homme,1783165151574090,Oui,,2020,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,5.0,5.0,Chez Nestor,De 20 à 49 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Développeur Web,Non, Activités immobilières,,,,30000.0,Oui,32000.0,NON,NON,NON,OUI,Non,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,OUI,NON,
Femme,1794332623029410,Oui,,2018,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,Non,"Non salarié(e) (Chef d'entreprise, Profession libérale, Travailleur(se) indépendant(e), Freelance)",,,En France,Occitanie,,6.0,0.0,Innovadrinks et science design, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur en formulation de boissons,Non,Industrie agroalimentaire ,,,,30000.0,Non,30000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),De 1 à moins de 2 mois,Réseaux des anciens /association des anciens (polytech Connect),Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,4.0,5.0,3.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Moins de propositions de recrutement|Moins d'offres d'emploi,4.0,,,Oui
Homme,1794332465622220,Oui,,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Occitanie,,4.0,3.0,Neurinnov, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Electronique système et Radio Fréquence,Non,Santé humaine et action sociale,,C,,30000.0,Non,30000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,La politique globale de relations humaines dans l'entreprise ,oui,oui,4.0,4.0,5.0,2.0,3.0,5.0,Non,,Plutôt d'accord,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Report d'une évolution de carrière|Report de signature de contrat / Report d'embauche|Prétention salariale revue|Difficulté pour le stage de fin d'études,4.0,,,Oui
Homme,1776177653526070,Non,Marocaine,2020,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,3.0,0.0,Technology and Strategy,250 à  4 999 salarié(e)s ,Non,,Informatique industrielle et technique ,Consultant Junior,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,"C|C++|""Makefile, CMake""",,30000.0,Non,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,De 3 à moins de 4 mois,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,2.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,Moins d'offres d'emploi,5.0,,,Oui
