"identifiant","remuneration_annuelle_brute_avec_prime_premier_emploi","remuneration_prime","mois_emploi_occupe"
"1783551790135920",35000,52000,27
"1776106946044280",NA,68796,3
"1782592876897250",NA,38500,4
"1888522643587690",NA,36000,5
"1776695363650310",NA,NA,NA
"1876330727903050",NA,37000,17
"1798487221646170",NA,38000,1
"1883036901428170",NA,28000,4
"1782328943040360",NA,NA,NA
"1857534014208740",NA,39000,24
"1768549872300660",NA,46000,5
"1798487177185630",NA,54000,5
"1789139065168940",NA,NA,NA
"1888409895389830",NA,NA,14
"1757617753913660",NA,31200,5
"1767473237269350",NA,NA,15
"1782592418482250",NA,36000,30
"1876551296220380",NA,41000,29
"1775947055237320",27000,NA,NA
"1783101099779430",NA,36500,5
"1775570466040350",NA,41000,1
"1789357184454100",NA,31000,2
"1776166911374250",NA,NA,NA
"1776167133160430",NA,NA,1
"1788410609982070",NA,37000,1
"1798761075835810",32500,42000,2
"1768183406796480",NA,38000,4
"1789751535733900",NA,NA,NA
"1775640549596370",NA,52000,19
"1794579190451830",NA,33600,3
"1876091309975850",NA,NA,NA
"1783049615896570",NA,33500,11
"1776166836913320",NA,NA,NA
"1798527231366880",45000,50000,18
"1888742096649890",NA,NA,NA
"1868316549230050",32400,NA,NA
"1783483805311170",NA,NA,3
"1976052134751140",NA,65000,NA
"1789638170068160",29999,37500,22
"1788742306650610",NA,NA,NA
"1767827855676410",NA,42000,4
"1793840397556590",37000,37000,1
"1783165012690460",27000,NA,NA
"1857533978883780",NA,NA,NA
"1789078960272400",NA,35000,NA
"1767473228213790",NA,NA,NA
"1788410896396740",NA,38000,4
"1767833422188670",NA,40000,5
"1789246007837330",NA,NA,NA
"1882337736145760",NA,45000,13
"1788459985751940",NA,36000,6
"1782921218646700",NA,38504,16
"1756544615604770",NA,NA,NA
"1975597509816360",NA,46000,16
"1768549780066770",NA,39500,26
"1789078909530480",NA,38000,16
"1789364788575610",NA,48000,25
"1776166906953760",NA,38000,12
"1788913169958950",NA,75000,21
"1802846057005370",NA,34200,16
"1767189060166700",NA,36295,24
"1767472951669570",NA,55000,4
"1776167130842340",NA,34666,1
"1789743997323920",NA,45000,4
"1788410725619240",NA,43000,4
"1789137001183450",NA,33000,5
"1894438782667770",NA,NA,NA
"1767188229918950",NA,30000,5
"1775713679955950",NA,38000,5
"1793741197713120",NA,34000,4
"1802766299273050",NA,44200,1
"1799416649983310",NA,45000,28
"1782459883226080",38000,40000,20
"1798760222288890",NA,34500,5
"1798491269165880",NA,42000,12
"1793744650738840",NA,NA,NA
"1789078797803930",NA,48000,3
"1882921164844020",NA,48000,26
"1782655337605590",NA,NA,NA
"1793840296895820",NA,33000,18
"1968183327278620",NA,NA,NA
"1783100908156800",NA,41500,22
"1776091810146820",NA,43000,4
"1789139128282450",NA,NA,NA
"1978758525912570",NA,34200,3
"1783165019000650",NA,28250,4
"1893744552359340",NA,27600,5
"1789078745284910",NA,68000,10
"1799018550043420",NA,33020,11
"1767188220767320",NA,38000,28
"1766828029067780",NA,33000,4
"1783165214972650",NA,NA,NA
"1775951510220610",NA,35000,3
"1982680792592360",NA,34200,15
"1767473227265950",NA,47000,4
"1767472958979020",NA,NA,NA
"1868001939950980",NA,32350,5
"1756804884496880",NA,24050,4
"1782457933841180",33000,39000,6
"1802848898780540",NA,32000,1
"1782392958743850",NA,38000,15
"1776621850785810",NA,39000,4
"1794332516075430",NA,NA,NA
"1775264733646980",NA,40400,24
"1788692298639800",NA,NA,NA
"1788410722857400",NA,32500,1
"1794775651257720",NA,34000,5
"1798527184624230",NA,38000,4
"1788520668242630",NA,40000,30
"1768549961864030",NA,39000,30
"1793990336257040",NA,40000,4
"1883100972244180",NA,33000,NA
"1782921296514620",NA,51000,4
"1794187694448030",NA,38600,6
"1769007890066910",NA,44000,22
"1776394941678550",NA,31000,14
"1857534002669320",NA,57500,3
"1775637573994100",NA,25260,2
"1783100785788010",NA,35035,4
"1883101110887870",NA,44000,3
"1768549883109980",NA,48000,27
"1788910926292640",NA,26000,10
"1783800275693910",NA,42000,4
"1783165148995930",NA,33200,16
"1789246068497850",NA,NA,NA
"1798760184720750",NA,42000,4
"1788516594039430",NA,24000,28
"1793841905855280",NA,NA,NA
"1767472861624420",NA,NA,NA
"1810844959496940",NA,NA,NA
"1783164954392950",NA,34000,6
"1783230237482980",NA,NA,NA
"1776170003449250",NA,NA,NA
"1788913230413240",NA,NA,NA
"1782593065671140",NA,NA,2
"1775569795312090",NA,NA,NA
"1766818797606270",NA,42000,4
"1794336481490610",NA,NA,NA
"1783230241827550",NA,42000,3
"1789078845865610",NA,38500,27
"1775955967798490",NA,37000,29
"1798582769741700",NA,37000,12
"1767473229039570",NA,27800,4
"1798974242610910",NA,24600,4
"1788692467676590",NA,NA,NA
"1789583108696460",NA,60000,15
"1783100849747290",NA,47000,15
"1782327119664150",NA,36000,4
"1788516712805640",NA,31000,14
"1789078796127690",NA,37200,2
"1793840356517620",NA,NA,NA
"1868316576166920",NA,34500,12
"1782457857062600",NA,42500,4
"1783547418022120",NA,34000,4
"1767193767258960",NA,NA,NA
"1794034545676640",NA,NA,NA
"1875570063107940",NA,35000,17
"1789081033260750",NA,NA,NA
"1889477071027450",NA,NA,NA
"1798891453028690",NA,NA,NA
"1789078909530500",NA,27590,4
"1806735683316310",NA,NA,NA
"1782520328285230",NA,48000,4
"1788692348335790",NA,38000,4
"1882874480356570",NA,51000,25
"1776106881976020",NA,43000,26
"1782464427379530",NA,NA,NA
"1768183315465870",NA,NA,NA
"1775713758266800",NA,38500,27
"1868549207620240",NA,29000,16
"1775264515647930",NA,38000,1
"1894058211405080",NA,35000,15
"1883551382573460",NA,35500,16
"1744206698907320",NA,NA,NA
"1782332272616430",NA,50000,5
"1788966905939470",NA,NA,NA
"1783679213353430",NA,NA,NA
"1783101100330830",NA,50000,5
"1793786868531130",NA,42500,5
"1788410726163790",NA,NA,NA
"1793990134263960",NA,NA,NA
NA,NA,NA,NA
