Genre,Identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,nature_contrat,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,statut_entreprise,nb_salarie_entrprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,secteur_intervention,emploi_lie_energie_renouvelable,salaire_brut_sans_prime,prime,salaire_brut_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Femme,1767918585744120,Non,Chinoise,2021.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),contrat étranger,,A l'étranger,,Chine,6.0,5.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,MSD,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",,Non,Industrie pharmaceutique,Industrie pharmaceutique,,,,,,,,,,,Quotidiennement,De 5 à moins de 6 mois,Démarché(e) par un 'chasseur de têtes',Démarché(e) par un 'chasseur de têtes',,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
Femme,1783100908156800,Oui,,2020.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,11.0,0.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,JDE,Production - Exploitation ,Ingénieur production,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,33300.0,Oui,39600.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises",Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,4.0,5.0,0.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur amélioration continue,En France,Provence-Alpes-Côte d'Azur,Heineken,De 50 à 249 salarié(e)s ,Oui,Industrie agroalimentaire ,5.0,Oui,Non,Apprenti(e) : Embauché(e) par l'entreprise d'apprentissage,L'intérêt du travail en lui-même,30000.0,Non,30000.0,3.0,Recours au télétravail,5.0,,,Oui
Femme,1776167055017630,Oui,,2020.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,15.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,Production - Exploitation ,Ingénieur conditionnement ,Oui,Industrie chimique,Industrie chimique,,35000.0,Non,35000.0,NON,NON,NON,NON,Non,Quotidiennement,Jamais,De 1 à moins de 2 mois,"Réseau social professionnel (viadéo, Linkedln)","Réseaux des anciens /association des anciens (polytech Connect)|Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée",,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
Femme,1782457921547660,Oui,,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Nouvelle-Aquitaine,,16.0,2.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,Marketing,Assistante chef de produit ,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,25800.0,Non,25800.0,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,3.0,3.0,4.0,Oui,J'aimerais me rapprocher de mes proches et découvrir de nouveaux aspects du métier d'ingénieur agroalimentaire. ,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Changement de projet professionnel,5.0,,,Oui
Femme,1775413776498840,Oui,,2019.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Grand Est,,28.0,1.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Groupe Bosch (BSH),"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieure Laboratoire d'applications culinaires,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,38500.0,Oui,40500.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,stage de fin d'études,Le contenu de la mission / poste proposé,oui,non,5.0,5.0,5.0,5.0,5.0,3.0,Oui,Changement de région souhaitée/envisagée,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,,,Oui
Homme,1789582994412320,Oui,,2019.0,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,0.0,3.0,Secteur privé,5 000 salarié(e)s ou plus,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Fem stress engineer,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,"Industrie automobile, aéronautique, navale, ferroviaire",,35000.0,Oui,38000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Sites Internet d'entreprises,stage de fin d'études|Stage année césure / année professionnalisante|Sites Internet d'entreprises|Relations personnelles,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,4.0,5.0,4.0,5.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Report de signature de contrat / Report d'embauche|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue|Changement de projet professionnel,4.0,,,Oui
Femme,1882337736145760,Oui,,2020.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,1.0,4.0,Secteur privé,5 000 salarié(e)s ou plus,Non,,Etudes et développement en systèmes d'information ,Chef de projet IT transformation digitale ,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Industrie des technologies de l'Information et de la Communication (TIC),,40000.0,Non,40000.0,OUI,,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,"Réseau social professionnel (viadéo, Linkedln)","Apprentissage (embauche dans l'entreprise d'accueil du contrat)|Réseau social professionnel (viadéo, Linkedln)",Les perspectives de carrière dans cette entreprise,oui,non,4.0,5.0,5.0,3.0,5.0,2.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée,3.0,,,Oui
Homme,1783100971604050,Oui,,2019.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Hauts-de-France,,25.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Abylsen,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur composant et technologie,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Commerce,,31000.0,Oui,33500.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Site Internet spécialisé dans l'emploi (dont APEC),Site Internet spécialisé dans l'emploi (dont APEC)|Démarché(e) par un 'chasseur de têtes',Le secteur d'activité de l'entreprise,oui,oui,4.0,4.0,4.0,2.0,5.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Prétention salariale revue,4.0,,,Oui
Homme,1789312769981880,Oui,,2019.0,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,27.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,ADDIPLAST GROUP,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Responsable développement de produits et formulation,Oui,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques,,38000.0,Oui,40000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),"Plateforme emploi de l'école (Poly+)|Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises",Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,4.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Chômage partiel / Réduction d'activité|Mobilité géographique compliquée,5.0,,,Oui
Homme,1776695364415210,Oui,,2019.0,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En thèse / PhD,,,,,,Contrat à durée déterminée (CDD),,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),Contrat de collaboration en CNRS / EDF le temps que mon contrat doctoral commence,Ingénieur en étude mécanique,En France,Occitanie,CNRS,,,Recherche-développement scientifique,7.0,Non,Non,Relations personnelles,L'intérêt du travail en lui-même,,Non,,3.0,Recours au télétravail,5.0,,,Oui
Homme,1882781591862140,Oui,,2019.0,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,8.0,1.0,Secteur public,De 50 à 249 salarié(e)s ,Non,,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Contrôleur SPANC,Non,"Production et distribution d'eau assainissement, gestion des déchets et dépollution","Production et distribution d'eau assainissement, gestion des déchets et dépollution",,25000.0,Oui,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Candidature spontannée,Site Internet spécialisé dans l'emploi (dont APEC)|Candidature spontannée,Le secteur d'activité de l'entreprise,non,oui,5.0,5.0,5.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,,,Oui
Femme,1788686096893490,Oui,,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Bourgogne-Franche-Comté,,6.0,0.0,Secteur privé,5 000 salarié(e)s ou plus,Non,,Commercial(e) (dont ingénieur(e) d'affaire) ,Cheffe de secteur ,Oui,Industrie agroalimentaire ,Autres secteurs ,,,,,NON,OUI,NON,OUI,Non,Quotidiennement,,,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,non,non,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Oui
Homme,1794775548461870,Oui,,2019.0,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,3.0,3.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Alten,Assistance technique,Project manager officer,Oui,"Industrie automobile, aéronautique, navale, ferroviaire","Industrie automobile, aéronautique, navale, ferroviaire",,30600.0,Non,30600.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)",Le secteur d'activité de l'entreprise,non,non,2.0,4.0,4.0,1.0,2.0,5.0,Oui,"Rapprochement du milieu de la production aéronautique, meilleur salaire.",Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins d'offres d'emploi|Prétention salariale revue,4.0,,,Oui
Homme,1775951424215310,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,29.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Altice,Etudes et développement en systèmes d'information ,Software Engineer II,Oui,Activités informatiques et services d'information (TIC services),Activités informatiques et services d'information (TIC services),,41500.0,Oui,44500.0,NON,NON,NON,OUI,Non,Quotidiennement,Quotidiennement,,stage de fin d'études,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,4.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Chômage partiel / Réduction d'activité,4.0,NON,NON,Oui
Femme,1783239889874180,Oui,,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,4.0,0.0,Secteur privé,250 à  4 999 salarié(e)s ,Non,,"Méthodes, contrôle de production, maintenance",Chargée de projet industrialisation conditionnement,Oui,Industrie chimique,Industrie chimique,,38000.0,Oui,38000.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),"stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises",Le lieu géographique ,oui,non,4.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi|Difficulté pour le stage de fin d'études,5.0,,,Oui
Femme,1902847412238600,Oui,,2019.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),Sans activité volontairement,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),"Démission, vous aviez une autre proposition de contrat",Ingénieur développement web,En France,Occitanie,Smile,De 50 à 249 salarié(e)s ,Oui,Activités informatiques et services d'information (TIC services),8.0,Oui,Non,"Réseau social professionnel (Viadéo, Linkedln)",L'intérêt du travail en lui-même,32000.0,Non,32000.0,1.0,Recours au télétravail|Chômage partiel / Réduction d'activité|Moins de propositions de recrutement|Moins d'offres d'emploi,3.0,,,Oui
Homme,1802846090696890,Oui,,2019.0,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,23.0,0.0,Secteur privé,250 à  4 999 salarié(e)s ,Non,,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur études et commerciale,Oui,"Construction, BTP","Construction, BTP",,39200.0,Oui,42500.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,non,5.0,4.0,5.0,5.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1789471841659060,Oui,,2019.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,35.0,2.0,Secteur privé,5 000 salarié(e)s ou plus,Oui,Egis group,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur chargé d'études en hydraulique urbaine,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,34000.0,Oui,36000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Plateforme emploi de l'école (Poly+)|stage de fin d'études|Stage année césure / année professionnalisante|Réseaux des anciens /association des anciens (polytech Connect),Les perspectives de carrière dans cette entreprise,oui,oui,3.0,2.0,4.0,3.0,4.0,5.0,Oui,Burn-out professionnel,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1767739318980900,Non,Albanaise,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,A l'étranger,,Suisse,7.0,5.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,Commercial(e) (dont ingénieur(e) d'affaire) ,Junior project manager,Non,"Autres activités spécialisées, scientifiques et techniques","Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,90000.0,Oui,90000.0,NON,OUI,OUI,OUI,Oui,Rarement (quelques fois par mois),Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)",Le lieu géographique ,oui,oui,5.0,5.0,5.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Femme,1783483938740120,Oui,,2020.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,18.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,Production - Exploitation ,Responsable Ordonnancement et flux,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,31200.0,Non,31200.0,OUI,NON,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le lieu géographique ,oui,oui,4.0,4.0,4.0,4.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1793834946036290,Oui,,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Bretagne,,8.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,Biscuit International,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Assistante chef de projet R&D ,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,30456.0,Oui,33000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,"Réseau social professionnel (viadéo, Linkedln)","Plateforme emploi de l'école (Poly+)|stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Candidature spontannée",Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,3.0,4.0,2.0,Non,,activité professionnelle,De 2 à moins de 3 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),"Démission, vous aviez une autre proposition de contrat",Coordinatrice technique de production ,En France,Occitanie,Nestle Waters - Perrier,5 000 salarié(e)s ou plus,Oui,Industrie agroalimentaire ,7.0,Non,Non,Relations personnelles,La notoriété de l'entreprise ,30456.0,Oui,32000.0,3.0,,5.0,,,Oui
Femme,1857534014208740,Oui,,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,12.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,PASTACORP,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieure R&D,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,32000.0,Oui,35000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée,L'absence d'alternative,oui,oui,3.0,2.0,4.0,3.0,5.0,5.0,Oui,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1757599076417900,Oui,,2020.0,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,11.0,0.0,Secteur privé,De 10 à 19 salarié(e)s ,Oui,Groupe GIELLY,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Assistante qualité et commerce ,Non,Industrie agroalimentaire ,Industrie agroalimentaire ,,,,,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Site Internet spécialisé dans l'emploi (dont APEC),Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,3.0,5.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Femme,1875570063107940,Oui,,2020.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,5.0,4.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Sweet Products,Marketing,Assistante Chef de Produits,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,31200.0,Oui,33800.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,5.0,5.0,4.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,,,Oui
